"the_digits_of_pi_continued_fraction__Gosper"
(0,3)
(1,7)
(2,15)
(3,1)
(4,292)
(5,1)
(6,1)
(7,1)
(8,2)
(9,1)
(10,3)
(11,1)
(12,14)
(13,2)
(14,1)
(15,1)
(16,2)
(17,2)
(18,2)
(19,2)
(20,1)
(21,84)
(22,2)
(23,1)
(24,1)
(25,15)
(26,3)
(27,13)
(28,1)
(29,4)
(30,2)
(31,6)
(32,6)
(33,99)
(34,1)
(35,2)
(36,2)
(37,6)
(38,3)
(39,5)
(40,1)
(41,1)
(42,6)
(43,8)
(44,1)
(45,7)
(46,1)
(47,2)
(48,3)
(49,7)
(50,1)
(51,2)
(52,1)
(53,1)
(54,12)
(55,1)
(56,1)
(57,1)
(58,3)
(59,1)
(60,1)
(61,8)
(62,1)
(63,1)
(64,2)
(65,1)
(66,6)
(67,1)
(68,1)
(69,5)
(70,2)
(71,2)
(72,3)
(73,1)
(74,2)
(75,4)
(76,4)
(77,16)
(78,1)
(79,161)
(80,45)
(81,1)
(82,22)
(83,1)
(84,2)
(85,2)
(86,1)
(87,4)
(88,1)
(89,2)
(90,24)
(91,1)
(92,2)
(93,1)
(94,3)
(95,1)
(96,2)
(97,1)
(98,1)
(99,10)
(100,2)
(101,5)
(102,4)
(103,1)
(104,2)
(105,2)
(106,8)
(107,1)
(108,5)
(109,2)
(110,2)
(111,26)
(112,1)
(113,4)
(114,1)
(115,1)
(116,8)
(117,2)
(118,42)
(119,2)
(120,1)
(121,7)
(122,3)
(123,3)
(124,1)
(125,1)
(126,7)
(127,2)
(128,4)
(129,9)
(130,7)
(131,2)
(132,3)
(133,1)
(134,57)
(135,1)
(136,18)
(137,1)
(138,9)
(139,19)
(140,1)
(141,2)
(142,18)
(143,1)
(144,3)
(145,7)
(146,30)
(147,1)
(148,1)
(149,1)
(150,3)
(151,3)
(152,3)
(153,1)
(154,2)
(155,8)
(156,1)
(157,1)
(158,2)
(159,1)
(160,15)
(161,1)
(162,2)
(163,13)
(164,1)
(165,2)
(166,1)
(167,4)
(168,1)
(169,12)
(170,1)
(171,1)
(172,3)
(173,3)
(174,28)
(175,1)
(176,10)
(177,3)
(178,2)
(179,20)
(180,1)
(181,1)
(182,1)
(183,1)
(184,4)
(185,1)
(186,1)
(187,1)
(188,5)
(189,3)
(190,2)
(191,1)
(192,6)
(193,1)
(194,4)
(195,1)
(196,120)
(197,2)
(198,1)
(199,1)
(200,3)
(201,1)
(202,23)
(203,1)
(204,15)
(205,1)
(206,3)
(207,7)
(208,1)
(209,16)
(210,1)
(211,2)
(212,1)
(213,21)
(214,2)
(215,1)
(216,1)
(217,2)
(218,9)
(219,1)
(220,6)
(221,4)
(222,127)
(223,14)
(224,5)
(225,1)
(226,3)
(227,13)
(228,7)
(229,9)
(230,1)
(231,1)
(232,1)
(233,1)
(234,1)
(235,5)
(236,4)
(237,1)
(238,1)
(239,3)
(240,1)
(241,1)
(242,29)
(243,3)
(244,1)
(245,1)
(246,2)
(247,2)
(248,1)
(249,3)
(250,1)
(251,1)
(252,1)
(253,3)
(254,1)
(255,1)
(256,10)
(257,3)
(258,1)
(259,3)
(260,1)
(261,2)
(262,1)
(263,12)
(264,1)
(265,4)
(266,1)
(267,1)
(268,1)
(269,1)
(270,7)
(271,1)
(272,1)
(273,2)
(274,1)
(275,11)
(276,3)
(277,1)
(278,7)
(279,1)
(280,4)
(281,1)
(282,48)
(283,16)
(284,1)
(285,4)
(286,5)
(287,2)
(288,1)
(289,1)
(290,4)
(291,3)
(292,1)
(293,2)
(294,3)
(295,1)
(296,2)
(297,2)
(298,1)
(299,2)
(300,5)
(301,20)
(302,1)
(303,1)
(304,5)
(305,4)
(306,1)
(307,436)
(308,8)
(309,1)
(310,2)
(311,2)
(312,1)
(313,1)
(314,1)
(315,1)
(316,1)
(317,5)
(318,1)
(319,2)
(320,1)
(321,3)
(322,6)
(323,11)
(324,4)
(325,3)
(326,1)
(327,1)
(328,1)
(329,2)
(330,5)
(331,4)
(332,6)
(333,9)
(334,1)
(335,5)
(336,1)
(337,5)
(338,15)
(339,1)
(340,11)
(341,24)
(342,4)
(343,4)
(344,5)
(345,2)
(346,1)
(347,4)
(348,1)
(349,6)
(350,1)
(351,1)
(352,1)
(353,4)
(354,3)
(355,2)
(356,2)
(357,1)
(358,1)
(359,2)
(360,1)
(361,58)
(362,5)
(363,1)
(364,2)
(365,1)
(366,2)
(367,1)
(368,1)
(369,2)
(370,2)
(371,7)
(372,1)
(373,15)
(374,1)
(375,4)
(376,8)
(377,1)
(378,1)
(379,4)
(380,2)
(381,1)
(382,1)
(383,1)
(384,3)
(385,1)
(386,1)
(387,1)
(388,2)
(389,1)
(390,1)
(391,1)
(392,1)
(393,1)
(394,9)
(395,1)
(396,4)
(397,3)
(398,15)
(399,1)
(400,2)
(401,1)
(402,13)
(403,1)
(404,1)
(405,1)
(406,3)
(407,24)
(408,1)
(409,2)
(410,4)
(411,10)
