('script.搜索冫伪素数牜临近幂方._0worker_', (2, 2, 4, [2, 3, 5, 7]), {})
(2, 1, -4, (2, 3, 5, 7), [], [0, 1, 3, 5])
(2, 2, -4, (2, 3, 5, 7), [-1, -2], [1, 3, 7, 9])
(2, 3, -4, (2, 3, 5, 7), [-1, -3, -5, -6], [3, 5, 9, 11])
(2, 4, -4, (2, 3, 5, 7), [-3, -5, -9, -11], [1, 3, 7, 13])
(2, 5, -4, (2, 3, 5, 7), [-1, -3, -9, -13], [5, 9, 11, 15])
(2, 6, -4, (2, 3, 5, 7), [-3, -5, -11, -17], [3, 7, 9, 15])
(2, 7, -4, (2, 3, 5, 7), [-1, -15, -19, -21], [3, 9, 11, 21])
(2, 8, -4, (2, 3, 5, 7), [-5, -15, -17, -23], [1, 7, 13, 15])
(2, 9, -4, (2, 3, 5, 7), [-3, -9, -13, -21], [9, 11, 29, 35])
(2, 10, -4, (2, 3, 5, 7), [-3, -5, -11, -15], [7, 9, 15, 25])
(2, 11, -4, (2, 3, 5, 7), [-9, -19, -21, -31], [5, 15, 21, 33])
(2, 12, -4, (2, 3, 5, 7), [-3, -5, -17, -23], [3, 15, 31, 33])
(2, 13, -4, (2, 3, 5, 7), [-1, -13, -21, -25], [17, 27, 29, 39])
(2, 14, -4, (2, 3, 5, 7), [-3, -15, -21, -23], [27, 33, 37, 43])
(2, 15, -4, (2, 3, 5, 7), [-19, -49, -51, -55], [3, 11, 15, 21])
(2, 16, -4, (2, 3, 5, 7), [-15, -17, -39, -57], [1, 3, 7, 15])
(2, 17, -4, (2, 3, 5, 7), [-1, -9, -13, -31], [29, 39, 41, 57])
(2, 18, -4, (2, 3, 5, 7), [-5, -11, -17, -23], [3, 7, 9, 43])
(2, 19, -4, (2, 3, 5, 7), [-1, -19, -27, -31], [21, 53, 59, 63])
(2, 20, -4, (2, 3, 5, 7), [-3, -5, -17, -27], [7, 13, 25, 33])
(2, 21, -4, (2, 3, 5, 7), [-9, -19, -21, -55], [17, 59, 71, 77])
(2, 22, -4, (2, 3, 5, 7), [-3, -17, -27, -33], [15, 25, 49, 67])
(2, 23, -4, (2, 3, 5, 7), [-15, -21, -27, -37], [9, 11, 15, 29])
(2, 24, -4, (2, 3, 5, 7), [-3, -17, -33, -63], [43, 73, 75, 115])
(2, 25, -4, (2, 3, 5, 7), [-39, -49, -61, -85], [35, 41, 69, 71])
(2, 26, -4, (2, 3, 5, 7), [-5, -27, -45, -87], [15, 49, 55, 69])
(2, 27, -4, (2, 3, 5, 7), [-39, -79, -111, -115], [29, 45, 51, 53])
(2, 28, -4, (2, 3, 5, 7), [-57, -89, -95, -119], [3, 7, 37, 67])
(2, 29, -4, (2, 3, 5, 7), [-3, -33, -43, -63], [11, 39, 89, 105])
(2, 30, -4, (2, 3, 5, 7), [-35, -41, -83, -101], [3, 7, 9, 15])
(2, 31, -4, (2, 3, 5, 7), [-1, -19, -61, -69], [11, 45, 65, 95])
(2, 32, -4, (2, 3, 5, 7), [-5, -17, -65, -99], [15, 61, 75, 81])
(2, 33, -4, (2, 3, 5, 7), [-9, -25, -49, -79], [17, 29, 35, 39])
(2, 34, -4, (2, 3, 5, 7), [-41, -77, -113, -131], [25, 79, 85, 153])
(2, 35, -4, (2, 3, 5, 7), [-31, -49, -61, -69], [53, 83, 99, 105])
(2, 36, -4, (2, 3, 5, 7), [-5, -17, -23, -65], [31, 115, 117, 165])
(2, 37, -4, (2, 3, 5, 7), [-25, -31, -45, -69], [9, 29, 41, 69])
(2, 38, -4, (2, 3, 5, 7), [-45, -87, -107, -131], [7, 13, 67, 79])
(2, 39, -4, (2, 3, 5, 7), [-7, -19, -67, -91], [23, 39, 45, 63])
(2, 40, -4, (2, 3, 5, 7), [-87, -167, -195, -203], [15, 27, 55, 97])
(2, 41, -4, (2, 3, 5, 7), [-21, -31, -55, -63], [27, 65, 71, 81])
(2, 42, -4, (2, 3, 5, 7), [-11, -17, -33, -53], [15, 75, 87, 129])
(2, 43, -4, (2, 3, 5, 7), [-57, -67, -117, -175], [29, 39, 53, 105])
(2, 44, -4, (2, 3, 5, 7), [-17, -117, -119, -129], [7, 21, 27, 55])
(2, 45, -4, (2, 3, 5, 7), [-55, -69, -81, -93], [59, 75, 129, 135])
(2, 46, -4, (2, 3, 5, 7), [-21, -57, -63, -77], [15, 127, 139, 165])
(2, 47, -4, (2, 3, 5, 7), [-115, -127, -147, -279], [5, 9, 41, 65])
(2, 48, -4, (2, 3, 5, 7), [-59, -65, -89, -93], [21, 61, 75, 91])
(2, 49, -4, (2, 3, 5, 7), [-81, -111, -123, -139], [69, 191, 261, 279])
(2, 50, -4, (2, 3, 5, 7), [-27, -35, -51, -71], [55, 99, 145, 159])
(2, 51, -4, (2, 3, 5, 7), [-129, -139, -165, -231], [21, 65, 81, 101])
(2, 52, -4, (2, 3, 5, 7), [-47, -143, -173, -183], [21, 37, 55, 97])
(2, 53, -4, (2, 3, 5, 7), [-111, -145, -231, -265], [5, 41, 57, 75])
(2, 54, -4, (2, 3, 5, 7), [-33, -53, -131, -165], [159, 163, 187, 345])
(2, 55, -4, (2, 3, 5, 7), [-55, -67, -99, -127], [3, 11, 51, 83])
